mode,k,section,n_obs,spatial_neighbor_k,neighbor_same_cluster_fraction,labels_path
independent,11,Mouse_Thymus2,4253,6,0.3760482796457403,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k11/labels_Mouse_Thymus2.csv
independent,12,Mouse_Thymus2,4253,6,0.3094286386080414,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k12/labels_Mouse_Thymus2.csv
independent,2,Mouse_Thymus3,4646,6,0.8902640264026402,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k2/labels_Mouse_Thymus3.csv
independent,3,Mouse_Thymus3,4646,6,0.6818051370354427,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k3/labels_Mouse_Thymus3.csv
independent,4,Mouse_Thymus3,4646,6,0.6046778590902568,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k4/labels_Mouse_Thymus3.csv
independent,5,Mouse_Thymus3,4646,6,0.5407519012770843,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k5/labels_Mouse_Thymus3.csv
independent,6,Mouse_Thymus3,4646,6,0.5231381833835558,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k6/labels_Mouse_Thymus3.csv
independent,7,Mouse_Thymus3,4646,6,0.49185679437508967,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k7/labels_Mouse_Thymus3.csv
independent,8,Mouse_Thymus3,4646,6,0.48432343234323433,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k8/labels_Mouse_Thymus3.csv
independent,9,Mouse_Thymus3,4646,6,0.4498852059118955,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k9/labels_Mouse_Thymus3.csv
independent,10,Mouse_Thymus3,4646,6,0.42405653608839144,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k10/labels_Mouse_Thymus3.csv
independent,11,Mouse_Thymus3,4646,6,0.400487874874444,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k11/labels_Mouse_Thymus3.csv
independent,12,Mouse_Thymus3,4646,6,0.39707992538384274,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k12/labels_Mouse_Thymus3.csv
independent,2,Mouse_Thymus4,4228,6,0.8747240618101545,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k2/labels_Mouse_Thymus4.csv
independent,3,Mouse_Thymus4,4228,6,0.6478240302743614,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k3/labels_Mouse_Thymus4.csv
independent,4,Mouse_Thymus4,4228,6,0.6074187953327026,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k4/labels_Mouse_Thymus4.csv
independent,5,Mouse_Thymus4,4228,6,0.548368022705771,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k5/labels_Mouse_Thymus4.csv
independent,6,Mouse_Thymus4,4228,6,0.48509933774834435,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k6/labels_Mouse_Thymus4.csv
independent,7,Mouse_Thymus4,4228,6,0.4523809523809524,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k7/labels_Mouse_Thymus4.csv
independent,8,Mouse_Thymus4,4228,6,0.4510406811731315,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k8/labels_Mouse_Thymus4.csv
independent,9,Mouse_Thymus4,4228,6,0.38576158940397354,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k9/labels_Mouse_Thymus4.csv
independent,10,Mouse_Thymus4,4228,6,0.3633711762850836,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k10/labels_Mouse_Thymus4.csv
independent,11,Mouse_Thymus4,4228,6,0.3091690318511511,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k11/labels_Mouse_Thymus4.csv
independent,12,Mouse_Thymus4,4228,6,0.33861557868180386,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k12/labels_Mouse_Thymus4.csv
