mode,scope,k,label,n_labeled,n_label_classes,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_asw_n_obs,metric_space
independent,section1,17,cell_type_common,611545,16,0.11872361583079641,0.29280184784212915,0.387725780360606,0.23521577225937054,0.29280184784212915,0.015683023259043694,0.5078415116295218,10000,raw_embedding
independent,section1,17,codex_coarse_label,665399,10,0.054992590152564004,0.12331272373001828,0.16744661118130422,0.09759074129031028,0.12331272373001827,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
independent,section1,18,cell_type_common,611545,16,0.10455189600170037,0.2884339042705615,0.3867611595744932,0.2299684508116715,0.28843390427056154,0.015683023259043694,0.5078415116295218,10000,raw_embedding
independent,section1,18,codex_coarse_label,665399,10,0.04977551631444347,0.12186419252010555,0.16771292326642917,0.09570163737273431,0.12186419252010557,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
independent,section1,19,cell_type_common,611545,16,0.12052252342281439,0.2910984036212956,0.39160853263531326,0.23164457594954665,0.2910984036212955,0.015683023259043694,0.5078415116295218,10000,raw_embedding
independent,section1,19,codex_coarse_label,665399,10,0.059304877525526156,0.12501841710041467,0.1733491098345479,0.09776186673825059,0.1250184171004147,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
independent,section1,20,cell_type_common,611545,16,0.09874101615470081,0.28497814666795035,0.39018154273829647,0.2244582025061386,0.28497814666795035,0.015683023259043694,0.5078415116295218,10000,raw_embedding
independent,section1,20,codex_coarse_label,665399,10,0.047504836205103824,0.12563505491016838,0.17693983797420423,0.09739483085544896,0.12563505491016838,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
independent,section2,2,cell_type_common,344594,16,0.22561829534317626,0.13655267705741758,0.10363639431337042,0.2001103613955212,0.13655267705741758,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,2,spatial_cluster,344594,8,0.1423065900326396,0.252391312402237,0.16739939663574058,0.5126980338019973,0.25239131240223706,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,3,cell_type_common,344594,16,0.5056738390814947,0.3730438948562234,0.3392307347650604,0.4143440490836695,0.37304389485622347,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,3,spatial_cluster,344594,8,0.2212199439307504,0.3365082754708176,0.25510004539239717,0.4942275270273782,0.3365082754708175,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,4,cell_type_common,344594,16,0.24259767640504634,0.31163406584710773,0.32245896175919464,0.3015123445341523,0.3116340658471077,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,4,spatial_cluster,344594,8,0.20429487384568856,0.3220317206752813,0.2695802833151188,0.3998243628767183,0.3220317206752813,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,5,cell_type_common,344594,16,0.38125613523983065,0.41069880377699625,0.454099100640621,0.37487072017553796,0.4106988037769962,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,5,spatial_cluster,344594,8,0.28649194917487275,0.4135039423740574,0.36464694225608607,0.4774786276492303,0.41350394237405746,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,6,cell_type_common,344594,16,0.2824181048476798,0.3914706791370403,0.4629823764843359,0.33909454608452166,0.3914706791370403,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,6,spatial_cluster,344594,8,0.2517483351407152,0.38155792669635363,0.3549980595570737,0.41241343641765615,0.3815579266963537,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,7,cell_type_common,344594,16,0.24607708417854138,0.3479876996380011,0.4318173055464656,0.29141474036372356,0.34798769963800114,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,7,spatial_cluster,344594,8,0.27643999131348423,0.4353557482179013,0.42103169315111816,0.45068877648480754,0.43535574821790124,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,8,cell_type_common,344594,16,0.24689669748644702,0.3669434283928316,0.47057842536835887,0.3007168659128861,0.3669434283928316,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,8,spatial_cluster,344594,8,0.30989379921446447,0.4598850353900018,0.4567947336261331,0.46301743489116876,0.45988503539000186,0.060927629470825195,0.5304638147354126,10000,raw_embedding
